category,grade,kaisai_name,keirin_cd,meeting_icon,pos1_car_no,pos1_decision,pos1_name,pos1_region,pos2_car_no,pos2_decision,pos2_name,pos2_region,pos3_car_no,pos3_decision,pos3_name,pos3_region,quinella,quinella_payout,quinella_popularity,race_date,race_no,track,trifecta,trifecta_payout,trifecta_popularity,source_file,race_no_num,race_id
Ａ級チャレンジ予選,F2,,47.0,8,5.0,捲り,安本　昇平,山　口,1.0,マーク,森下　忠夫,高　知,4.0,,黒木　誠一,兵　庫,5-1,330円,(1),20240329,2R,松阪,5-1-4,"1,100円",(2),keirin_results_20240223_20240331.csv,2,47_20240329_02
Ａ級チャレンジ予選,F2,,47.0,8,2.0,差し,山中　貴雄,愛　知,7.0,マーク,樋口　奨平,富　山,1.0,,早川　成矢,埼　玉,2-7,760円,(3),20240329,3R,松阪,2-7-1,"2,630円",(4),keirin_results_20240223_20240331.csv,3,47_20240329_03
Ａ級チャレンジ予選,F2,,47.0,8,7.0,差し,高田　隼人,千　葉,3.0,逃げ,邊見　祐太,新　潟,1.0,,片山　大輔,静　岡,7-3,"2,070円",(5),20240329,4R,松阪,7-3-1,"9,550円",(24),keirin_results_20240223_20240331.csv,4,47_20240329_04
Ａ級チャレンジ予選,F2,,47.0,8,5.0,差し,花村　直人,三　重,1.0,逃げ,山元　大夢,石　川,4.0,,小西　誠也,三　重,5-1,220円,(1),20240329,5R,松阪,5-1-4,290円,(1),keirin_results_20240223_20240331.csv,5,47_20240329_05
Ａ級予選,F2,,47.0,8,7.0,差し,川口　満宏,東　京,2.0,捲り,牧田　悠生,新　潟,3.0,,久保　光司,佐　賀,7-2,220円,(1),20240329,6R,松阪,7-2-3,"1,600円",(5),keirin_results_20240223_20240331.csv,6,47_20240329_06
Ａ級予選,F2,,47.0,8,3.0,差し,飯尾　主税,静　岡,1.0,差し,土井　勲,岡　山,5.0,,前川　大輔,福　島,3-1,"3,730円",(10),20240329,7R,松阪,3-1-5,"6,900円",(25),keirin_results_20240223_20240331.csv,7,47_20240329_07
Ａ級予選,F2,,47.0,8,3.0,差し,亀井　久幸,千　葉,7.0,マーク,西巻　秀太,新　潟,4.0,,田頭　寛之,千　葉,3-7,"1,360円",(3),20240329,8R,松阪,3-7-4,"1,500円",(3),keirin_results_20240223_20240331.csv,8,47_20240329_08
Ａ級予選,F2,,47.0,8,7.0,差し,志水　祐彦,大　阪,1.0,捲り,鮫島　康治,大　阪,4.0,,田中　俊充,福　井,7-1,190円,(1),20240329,9R,松阪,7-1-4,260円,(1),keirin_results_20240223_20240331.csv,9,47_20240329_09
Ａ級予選,F2,,47.0,8,1.0,捲り,立花　昌也,青　森,4.0,マーク,西村　行貴,東　京,7.0,,北川　紋部,福　井,1-4,160円,(1),20240329,10R,松阪,1-4-7,650円,(2),keirin_results_20240223_20240331.csv,10,47_20240329_10
Ａ級予選,F2,,47.0,8,7.0,逃げ,坂田　康季,佐　賀,3.0,差し,山田　雅之,岐　阜,1.0,,藤井　稜也,岐　阜,7-3,"1,470円",(3),20240329,11R,松阪,7-3-1,"7,580円",(12),keirin_results_20240223_20240331.csv,11,47_20240329_11
Ａ級初日特選,F2,,47.0,8,7.0,差し,上吹越直樹,鹿児島,3.0,差し,佐藤　健太,福　岡,4.0,,吉武信太朗,愛　媛,7-3,"3,180円",(12),20240329,12R,松阪,7-3-4,"8,210円",(32),keirin_results_20240223_20240331.csv,12,47_20240329_12
Ａ級チャレンジ一般,F2,,47.0,8,1.0,逃げ,楠本　政明,福　岡,5.0,マーク,片折　勇輝,福　岡,3.0,,上原　直樹,岡　山,1-5,"1,960円",(7),20240330,1R,松阪,1-5-3,"4,380円",(19),keirin_results_20240223_20240331.csv,1,47_20240330_01
Ａ級チャレンジ一般,F2,,47.0,8,6.0,逃げ,中尾　翔,岡　山,2.0,マーク,赤松　誠一,高　知,5.0,,駒井　大輔,東　京,6-2,440円,(1),20240330,2R,松阪,6-2-5,760円,(1),keirin_results_20240223_20240331.csv,2,47_20240330_02
Ａ級チャレンジ準決勝,F2,,47.0,8,7.0,差し,濱田昭一郎,鹿児島,1.0,差し,白崎　芳典,福　井,3.0,,篠田　樹,大　分,7-1,"3,770円",(17),20240330,3R,松阪,7-1-3,"11,570円",(46),keirin_results_20240223_20240331.csv,3,47_20240330_03
Ａ級チャレンジ準決勝,F2,,47.0,8,7.0,差し,山中　貴雄,愛　知,2.0,逃げ,山元　大夢,石　川,5.0,,光岡　義洋,愛　知,7-2,250円,(1),20240330,4R,松阪,7-2-5,320円,(1),keirin_results_20240223_20240331.csv,4,47_20240330_04
Ａ級チャレンジ準決勝,F2,,47.0,8,1.0,差し,花村　直人,三　重,3.0,捲り,安本　昇平,山　口,4.0,,邊見　祐太,新　潟,1-3,930円,(5),20240330,5R,松阪,1-3-4,"2,080円",(8),keirin_results_20240223_20240331.csv,5,47_20240330_05
Ａ級一般,F2,,47.0,8,5.0,逃げ,廣田　敦士,三　重,7.0,マーク,吉野　猛,愛　知,2.0,,橋本　祐司,青　森,5-7,"4,820円",(15),20240330,6R,松阪,5-7-2,"50,570円",(80),keirin_results_20240223_20240331.csv,6,47_20240330_06
Ａ級一般,F2,,47.0,8,6.0,逃げ,石田　拓真,愛　知,5.0,差し,小竹　洋平,福　岡,3.0,,鳥生　知八,愛　媛,6-5,"1,280円",(5),20240330,7R,松阪,6-5-3,"2,580円",(7),keirin_results_20240223_20240331.csv,7,47_20240330_07
Ａ級選抜,F2,,47.0,8,5.0,捲り,後藤　祐貴,兵　庫,2.0,差し,吉岡　篤志,徳　島,6.0,,久保　光司,佐　賀,5-2,"3,010円",(9),20240330,8R,松阪,5-2-6,"20,650円",(63),keirin_results_20240223_20240331.csv,8,47_20240330_08
Ａ級選抜,F2,,47.0,8,7.0,差し,田頭　寛之,千　葉,3.0,マーク,田中　俊充,福　井,5.0,,田上　晃也,岡　山,7-3,"3,820円",(11),20240330,9R,松阪,7-3-5,"23,370円",(72),keirin_results_20240223_20240331.csv,9,47_20240330_09
Ａ級準決勝,F2,,47.0,8,2.0,逃げ,坂田　康季,佐　賀,3.0,差し,落合　達彦,静　岡,7.0,,佐藤　健太,福　岡,2-3,"2,060円",(8),20240330,10R,松阪,2-3-7,"5,130円",(19),keirin_results_20240223_20240331.csv,10,47_20240330_10
Ａ級準決勝,F2,,47.0,8,3.0,差し,丸山　啓一,静　岡,7.0,捲り,前川　大輔,福　島,4.0,,志水　祐彦,大　阪,3-7,"4,610円",(18),20240330,11R,松阪,3-7-4,"26,750円",(74),keirin_results_20240223_20240331.csv,11,47_20240330_11
Ａ級準決勝,F2,,47.0,8,4.0,逃げ,北川大五郎,大　阪,1.0,マーク,柴崎　俊光,三　重,6.0,,飯尾　主税,静　岡,4-1,620円,(2),20240330,12R,松阪,4-1-6,"7,420円",(17),keirin_results_20240223_20240331.csv,12,47_20240330_12
Ａ級チャレンジ一般,F2,,47.0,8,2.0,捲り,高田　隼人,千　葉,4.0,マーク,片山　大輔,静　岡,3.0,,岡嶋　登,大　阪,2-4,470円,(1),20240331,1R,松阪,2-4-3,"1,140円",(1),keirin_results_20240223_20240331.csv,1,47_20240331_01
Ａ級チャレンジ一般,F2,,47.0,8,2.0,差し,上原　直樹,岡　山,5.0,差し,赤松　誠一,高　知,1.0,,駒井　大輔,東　京,2-5,"3,480円",(13),20240331,2R,松阪,2-5-1,"5,490円",(18),keirin_results_20240223_20240331.csv,2,47_20240331_02
Ａ級チャレンジ選抜,F2,,47.0,8,5.0,差し,森下　忠夫,高　知,6.0,逃げ,楠本　政明,福　岡,7.0,,黒木　誠一,兵　庫,5-6,"1,970円",(8),20240331,3R,松阪,5-6-7,"3,330円",(4),keirin_results_20240223_20240331.csv,3,47_20240331_03
Ａ級チャレンジ選抜,F2,,47.0,8,6.0,捲り,伊藤　之人,東　京,1.0,差し,光岡　義洋,愛　知,3.0,,片折　勇輝,福　岡,6-1,"4,520円",(15),20240331,4R,松阪,6-1-3,"17,010円",(57),keirin_results_20240223_20240331.csv,4,47_20240331_04
Ａ級一般,F2,,47.0,8,2.0,逃げ,臼井　昌巨,愛　知,5.0,マーク,吉野　猛,愛　知,4.0,,山田　圭二,愛　知,2-5,"1,760円",(8),20240331,5R,松阪,2-5-4,"6,780円",(20),keirin_results_20240223_20240331.csv,5,47_20240331_05
Ａ級一般,F2,,47.0,8,5.0,差し,重　一徳,鹿児島,2.0,逃げ,松田　直也,大　分,6.0,,鳥生　知八,愛　媛,5-2,460円,(2),20240331,6R,松阪,5-2-6,"2,320円",(9),keirin_results_20240223_20240331.csv,6,47_20240331_06
Ａ級一般,F2,,47.0,8,6.0,逃げ,小竹　洋平,福　岡,3.0,マーク,作田　悦章,徳　島,4.0,,吉田　昌弘,埼　玉,6-3,230円,(1),20240331,7R,松阪,6-3-4,320円,(1),keirin_results_20240223_20240331.csv,7,47_20240331_07
Ａ級特選,F2,,47.0,8,1.0,差し,上吹越直樹,鹿児島,5.0,差し,北川　紋部,福　井,6.0,,久保　光司,佐　賀,1-5,690円,(2),20240331,8R,松阪,1-5-6,"5,250円",(20),keirin_results_20240223_20240331.csv,8,47_20240331_08
Ａ級特選,F2,,47.0,8,7.0,差し,吉岡　篤志,徳　島,2.0,逃げ,田上　晃也,岡　山,5.0,,飯尾　主税,静　岡,7-2,"4,080円",(14),20240331,9R,松阪,7-2-5,"17,050円",(58),keirin_results_20240223_20240331.csv,9,47_20240331_09
Ａ級特選,F2,,47.0,8,7.0,差し,西村　行貴,東　京,5.0,逃げ,立花　昌也,青　森,2.0,,吉武信太朗,愛　媛,7-5,"9,060円",(18),20240331,10R,松阪,7-5-2,"55,380円",(105),keirin_results_20240223_20240331.csv,10,47_20240331_10
Ａ級チャレンジ決勝,F2,,47.0,8,6.0,差し,濱田昭一郎,鹿児島,4.0,差し,山中　貴雄,愛　知,5.0,,邊見　祐太,新　潟,6-4,"41,140円",(40),20240331,11R,松阪,6-4-5,"333,030円",(208),keirin_results_20240223_20240331.csv,11,47_20240331_11
Ａ級決勝,F2,,47.0,8,3.0,捲り,坂田　康季,佐　賀,5.0,マーク,佐藤　健太,福　岡,4.0,,落合　達彦,静　岡,3-5,240円,(1),20240331,12R,松阪,3-5-4,"1,120円",(2),keirin_results_20240223_20240331.csv,12,47_20240331_12
Ａ級予選,F1,,48.0,3,1.0,差し,宇佐見優介,福　島,7.0,逃げ,平山　優太,福　島,3.0,,南　大輔,京　都,1-7,260円,(1),20240111,1R,四日市,1-7-3,640円,(1),keirin_results_20240101_20240222.csv,1,48_20240111_01
Ａ級予選,F1,,48.0,3,3.0,逃げ,八嶋　稔真,北海道,1.0,マーク,新井僚太郎,山　梨,4.0,,須藤　直道,群　馬,3-1,850円,(4),20240111,2R,四日市,3-1-4,870円,(1),keirin_results_20240101_20240222.csv,2,48_20240111_02
Ａ級予選,F1,,48.0,3,5.0,捲り,中武三四郎,大　阪,1.0,マーク,富永　益生,愛　知,6.0,,鮒田　博文,三　重,5-1,490円,(2),20240111,3R,四日市,5-1-6,"1,150円",(3),keirin_results_20240101_20240222.csv,3,48_20240111_03
Ａ級予選,F1,,48.0,3,3.0,差し,伊藤　温希,岐　阜,4.0,逃げ,牧田　悠生,新　潟,1.0,,金山　栄治,滋　賀,3-4,"2,950円",(9),20240111,4R,四日市,3-4-1,"29,590円",(69),keirin_results_20240101_20240222.csv,4,48_20240111_04
Ａ級初日特選,F1,,48.0,3,7.0,差し,犬塚　貴之,愛　知,2.0,マーク,伊藤　世哉,三　重,4.0,,長屋　秀明,岐　阜,7-2,410円,(1),20240111,5R,四日市,7-2-4,850円,(2),keirin_results_20240101_20240222.csv,5,48_20240111_05
Ｌ級ガールズ予選（第１走）,F1,,48.0,3,6.0,逃げ,竹野　百香,三　重,7.0,マーク,安東　莉奈,大　分,1.0,,野口諭実可,大　分,6-7,"2,000円",(6),20240111,6R,四日市,6-7-1,"3,230円",(11),keirin_results_20240101_20240222.csv,6,48_20240111_06
Ｌ級ガールズ予選（第１走）,F1,,48.0,3,4.0,捲り,柳原　真緒,福　井,3.0,マーク,渡口まりあ,山　口,7.0,,小林真矢香,石　川,4-3,800円,(4),20240111,7R,四日市,4-3-7,"8,360円",(20),keirin_results_20240101_20240222.csv,7,48_20240111_07
Ｓ級予選,F1,,48.0,3,6.0,捲り,水谷　好宏,大　阪,2.0,差し,福田　知也,神奈川,4.0,,吉田　勇人,埼　玉,6-2,"8,640円",(24),20240111,8R,四日市,6-2-4,"45,720円",(103),keirin_results_20240101_20240222.csv,8,48_20240111_08
Ｓ級予選,F1,,48.0,3,2.0,差し,渡辺　十夢,福　井,7.0,差し,佐藤　雅春,宮　城,4.0,,中井　太祐,奈　良,2-7,"4,240円",(13),20240111,9R,四日市,2-7-4,"9,940円",(32),keirin_results_20240101_20240222.csv,9,48_20240111_09
Ｓ級予選,F1,,48.0,3,5.0,差し,恩田　淳平,群　馬,3.0,差し,石毛　克幸,千　葉,2.0,,朝倉　智仁,茨　城,5-3,"5,210円",(16),20240111,10R,四日市,5-3-2,"17,070円",(47),keirin_results_20240101_20240222.csv,10,48_20240111_10
Ｓ級予選,F1,,48.0,3,5.0,逃げ,竹内　雄作,岐　阜,2.0,マーク,八日市屋浩,石　川,6.0,,太田　剛司,愛　知,5-2,"2,750円",(6),20240111,11R,四日市,5-2-6,"10,630円",(30),keirin_results_20240101_20240222.csv,11,48_20240111_11
Ｓ級初日特選,F1,,48.0,3,4.0,捲り,杉森　輝大,茨　城,6.0,差し,三谷　将太,奈　良,3.0,,福永　大智,大　阪,4-6,"2,370円",(9),20240111,12R,四日市,4-6-3,"5,010円",(9),keirin_results_20240101_20240222.csv,12,48_20240111_12
Ａ級一般,F1,,48.0,3,3.0,差し,深澤　伸介,静　岡,5.0,捲り,齋藤　宗徳,千　葉,4.0,,前田　拓也,大　阪,3-5,340円,(1),20240112,1R,四日市,3-5-4,"1,340円",(4),keirin_results_20240101_20240222.csv,1,48_20240112_01
Ａ級一般,F1,,48.0,3,6.0,捲り,葉狩　伸泰,大　阪,1.0,差し,矢内　良和,群　馬,2.0,,堂村　知哉,福　井,6-1,"9,270円",(25),20240112,2R,四日市,6-1-2,"37,890円",(93),keirin_results_20240101_20240222.csv,2,48_20240112_02
Ａ級準決勝,F1,,48.0,3,5.0,差し,富永　益生,愛　知,6.0,マーク,南　大輔,京　都,4.0,,小林　則之,静　岡,5-6,"4,380円",(16),20240112,3R,四日市,5-6-4,"21,810円",(73),keirin_results_20240101_20240222.csv,3,48_20240112_03
Ａ級準決勝,F1,,48.0,3,1.0,捲り,岸川　哲也,大　阪,3.0,マーク,牧田　悠生,新　潟,4.0,,川崎　健次,神奈川,1-3,"4,100円",(12),20240112,4R,四日市,1-3-4,"14,160円",(35),keirin_results_20240101_20240222.csv,4,48_20240112_04
Ａ級準決勝,F1,,48.0,3,5.0,差し,伊藤　世哉,三　重,1.0,逃げ,長屋　秀明,岐　阜,4.0,,藤木　裕,京　都,5-1,240円,(1),20240112,5R,四日市,5-1-4,850円,(1),keirin_results_20240101_20240222.csv,5,48_20240112_05
Ｌ級ガールズ予選（第２走）,F1,,48.0,3,1.0,差し,小林真矢香,石　川,5.0,差し,渡口まりあ,山　口,3.0,,竹野　百香,三　重,1-5,"16,130円",(22),20240112,6R,四日市,1-5-3,"29,830円",(52),keirin_results_20240101_20240222.csv,6,48_20240112_06
Ｌ級ガールズ予選（第２走）,F1,,48.0,3,5.0,逃げ,柳原　真緒,福　井,7.0,マーク,野口諭実可,大　分,4.0,,枝光　美奈,福　岡,5-7,200円,(1),20240112,7R,四日市,5-7-4,"2,260円",(9),keirin_results_20240101_20240222.csv,7,48_20240112_07
Ｓ級一般,F1,,48.0,3,7.0,差し,山本　巨樹,大　阪,4.0,差し,後藤　悠,岩　手,5.0,,伊藤　裕貴,三　重,7-4,"14,480円",(33),20240112,8R,四日市,7-4-5,"83,070円",(153),keirin_results_20240101_20240222.csv,8,48_20240112_08
Ｓ級一般,F1,,48.0,3,5.0,差し,蕗澤鴻太郎,群　馬,2.0,逃げ,村田　祐樹,富　山,1.0,,岸澤　賢太,埼　玉,5-2,"1,620円",(6),20240112,9R,四日市,5-2-1,"5,920円",(18),keirin_results_20240101_20240222.csv,9,48_20240112_09
Ｓ級準決勝,F1,,48.0,3,2.0,捲り,佐々木　龍,神奈川,5.0,捲り,鈴木　庸之,新　潟,3.0,,渡辺　十夢,福　井,2-5,"3,230円",(11),20240112,10R,四日市,2-5-3,"25,450円",(87),keirin_results_20240101_20240222.csv,10,48_20240112_10
Ｓ級準決勝,F1,,48.0,3,2.0,差し,三谷　将太,奈　良,5.0,捲り,中井　太祐,奈　良,7.0,,杉森　輝大,茨　城,2-5,"1,440円",(6),20240112,11R,四日市,2-5-7,"5,090円",(14),keirin_results_20240101_20240222.csv,11,48_20240112_11
Ｓ級準決勝,F1,,48.0,3,4.0,差し,柴崎　淳,三　重,1.0,捲り,福永　大智,大　阪,7.0,,八日市屋浩,石　川,4-1,270円,(1),20240112,12R,四日市,4-1-7,590円,(1),keirin_results_20240101_20240222.csv,12,48_20240112_12
Ａ級一般,F1,,48.0,3,1.0,捲り,湯浅　大輔,千　葉,7.0,差し,坂本　昌宏,青　森,2.0,,矢内　良和,群　馬,1-7,"6,660円",(20),20240113,1R,四日市,1-7-2,"26,210円",(61),keirin_results_20240101_20240222.csv,1,48_20240113_01
Ａ級一般,F1,,48.0,3,2.0,差し,伊藤　温希,岐　阜,7.0,逃げ,中武三四郎,大　阪,4.0,,大竹　哲也,静　岡,2-7,660円,(2),20240113,2R,四日市,2-7-4,"3,350円",(7),keirin_results_20240101_20240222.csv,2,48_20240113_02
Ａ級特選,F1,,48.0,3,6.0,差し,金山　栄治,滋　賀,5.0,差し,川崎　健次,神奈川,2.0,,小林　則之,静　岡,6-5,"13,850円",(33),20240113,3R,四日市,6-5-2,"45,450円",(108),keirin_results_20240101_20240222.csv,3,48_20240113_03
Ａ級特選,F1,,48.0,3,1.0,差し,宮司　周郎,愛　知,5.0,逃げ,犬塚　貴之,愛　知,2.0,,高橋　隆太,静　岡,1-5,380円,(2),20240113,4R,四日市,1-5-2,"1,910円",(4),keirin_results_20240101_20240222.csv,4,48_20240113_04
Ｌ級ガールズ一般,F1,,48.0,3,2.0,捲り,杉浦　菜留,愛　知,3.0,マーク,池上あかり,福　岡,4.0,,佐々木恵理,愛　知,2-3,880円,(4),20240113,5R,四日市,2-3-4,"5,540円",(19),keirin_results_20240101_20240222.csv,5,48_20240113_05
Ｓ級一般,F1,,48.0,3,3.0,捲り,水谷　好宏,大　阪,6.0,マーク,小谷　実,京　都,1.0,,村上　直久,神奈川,3-6,"1,730円",(7),20240113,6R,四日市,3-6-1,"10,790円",(39),keirin_results_20240101_20240222.csv,6,48_20240113_06
Ｓ級一般,F1,,48.0,3,5.0,差し,谷口　明正,三　重,2.0,捲り,伊藤　裕貴,三　重,6.0,,太田　剛司,愛　知,5-2,"1,720円",(7),20240113,7R,四日市,5-2-6,"7,160円",(25),keirin_results_20240101_20240222.csv,7,48_20240113_07
Ｓ級特選,F1,,48.0,3,6.0,逃げ,村田　祐樹,富　山,2.0,マーク,山口　富生,岐　阜,4.0,,渡辺　十夢,福　井,6-2,410円,(2),20240113,8R,四日市,6-2-4,580円,(1),keirin_results_20240101_20240222.csv,8,48_20240113_08
Ｓ級特選,F1,,48.0,3,4.0,逃げ,竹内　雄作,岐　阜,7.0,差し,蕗澤鴻太郎,群　馬,6.0,,山本　巨樹,大　阪,4-7,"6,100円",(23),20240113,9R,四日市,4-7-6,"72,620円",(152),keirin_results_20240101_20240222.csv,9,48_20240113_09
Ｌ級ガールズ決勝,F1,,48.0,3,1.0,捲り,竹野　百香,三　重,3.0,捲り,柳原　真緒,福　井,7.0,,渡口まりあ,山　口,1-3,"1,460円",(7),20240113,10R,四日市,1-3-7,"10,460円",(31),keirin_results_20240101_20240222.csv,10,48_20240113_10
Ａ級決勝,F1,,48.0,3,7.0,捲り,長屋　秀明,岐　阜,1.0,マーク,伊藤　世哉,三　重,2.0,,牧田　悠生,新　潟,7-1,"1,160円",(5),20240113,11R,四日市,7-1-2,"4,500円",(14),keirin_results_20240101_20240222.csv,11,48_20240113_11
Ｓ級決勝,F1,,48.0,3,6.0,差し,中井　太祐,奈　良,3.0,マーク,三谷　将太,奈　良,5.0,,福永　大智,大　阪,6-3,510円,(1),20240113,12R,四日市,6-3-5,"1,370円",(2),keirin_results_20240101_20240222.csv,12,48_20240113_12
Ａ級チャレンジ予選,F2,,48.0,5,7.0,捲り,山元　大夢,石　川,2.0,マーク,服部　正継,岐　阜,3.0,,久保　将史,神奈川,7-2,"1,500円",(6),20240203,1R,四日市,7-2-3,"11,130円",(36),keirin_results_20240101_20240222.csv,1,48_20240203_01
Ａ級チャレンジ予選,F2,,48.0,5,2.0,差し,小林　大能,千　葉,3.0,逃げ,須永　勝太,福　島,1.0,,吉村　文隆,京　都,2-3,310円,(1),20240203,2R,四日市,2-3-1,740円,(1),keirin_results_20240101_20240222.csv,2,48_20240203_02
Ａ級チャレンジ予選,F2,,48.0,5,1.0,逃げ,佐藤譲士郎,埼　玉,2.0,マーク,三木　翔太,群　馬,4.0,,三澤　勝成,宮　城,1-2,200円,(1),20240203,3R,四日市,1-2-4,340円,(1),keirin_results_20240101_20240222.csv,3,48_20240203_03
Ａ級チャレンジ予選,F2,,48.0,5,1.0,逃げ,出口謙一郎,岐　阜,2.0,マーク,渡会　啓介,愛　知,5.0,,田島　高志,三　重,1-2,120円,(1),20240203,4R,四日市,1-2-5,160円,(1),keirin_results_20240101_20240222.csv,4,48_20240203_04
Ａ級特予選,F2,,48.0,5,3.0,差し,北川　紋部,福　井,1.0,マーク,山崎　司,福　島,4.0,,井田　晶之,三　重,3-1,"1,490円",(6),20240203,5R,四日市,3-1-4,"3,080円",(9),keirin_results_20240101_20240222.csv,5,48_20240203_05
Ａ級特予選,F2,,48.0,5,1.0,捲り,金澤　幸司,福　島,6.0,マーク,及川　裕奨,岩　手,2.0,,大谷　靖茂,愛　知,1-6,980円,(4),20240203,6R,四日市,1-6-2,"3,290円",(9),keirin_results_20240101_20240222.csv,6,48_20240203_06
Ａ級特予選,F2,,48.0,5,1.0,逃げ,堀　兼壽,岐　阜,4.0,マーク,本村　隆文,岐　阜,3.0,,河村　章憲,京　都,1-4,260円,(1),20240203,7R,四日市,1-4-3,350円,(1),keirin_results_20240101_20240222.csv,7,48_20240203_07
Ａ級特予選,F2,,48.0,5,1.0,逃げ,岸田　剛,福　井,3.0,マーク,水森　湧太,東　京,2.0,,志水　祐彦,大　阪,1-3,830円,(3),20240203,8R,四日市,1-3-2,"2,580円",(7),keirin_results_20240101_20240222.csv,8,48_20240203_08
Ａ級初日特選,F2,,48.0,5,2.0,逃げ,加賀山　淳,千　葉,1.0,マーク,吉田　裕全,埼　玉,3.0,,三谷　政史,奈　良,2-1,260円,(1),20240203,9R,四日市,2-1-3,980円,(2),keirin_results_20240101_20240222.csv,9,48_20240203_09
Ａ級チャレンジ一般,F2,,48.0,5,4.0,差し,村上　順規,新　潟,1.0,捲り,天沼　雅貴,埼　玉,6.0,,加賀美智史,山　梨,4-1,"3,430円",(11),20240204,1R,四日市,4-1-6,"10,540円",(30),keirin_results_20240101_20240222.csv,1,48_20240204_01
Ａ級チャレンジ一般,F2,,48.0,5,6.0,差し,岡崎　泰士,静　岡,1.0,差し,沼川　夢久,群　馬,2.0,,藤本　龍也,長　野,6-1,"9,570円",(29),20240204,2R,四日市,6-1-2,"44,650円",(113),keirin_results_20240101_20240222.csv,2,48_20240204_02
Ａ級チャレンジ準決勝,F2,,48.0,5,4.0,捲り,佐藤譲士郎,埼　玉,2.0,マーク,小林　大能,千　葉,1.0,,吉村　文隆,京　都,4-2,150円,(1),20240204,3R,四日市,4-2-1,230円,(1),keirin_results_20240101_20240222.csv,3,48_20240204_03
Ａ級チャレンジ準決勝,F2,,48.0,5,1.0,逃げ,出口謙一郎,岐　阜,2.0,マーク,服部　正継,岐　阜,7.0,,田島　高志,三　重,1-2,160円,(1),20240204,4R,四日市,1-2-7,470円,(1),keirin_results_20240101_20240222.csv,4,48_20240204_04
Ａ級特一般,F2,,48.0,5,1.0,逃げ,佐々木孝司,青　森,3.0,マーク,小谷田公則,福　島,5.0,,田中　勝仁,千　葉,1-3,490円,(2),20240204,5R,四日市,1-3-5,"3,690円",(9),keirin_results_20240101_20240222.csv,5,48_20240204_05
Ａ級特一般,F2,,48.0,5,1.0,差し,荻野　哲,神奈川,3.0,差し,岡崎　祥伍,岐　阜,4.0,,若林　耕司,群　馬,1-3,"1,270円",(6),20240204,6R,四日市,1-3-4,"8,540円",(27),keirin_results_20240101_20240222.csv,6,48_20240204_06
